tunnel,category,ring,n,density,k_gt,k_off,k_off_sectors,acc
5-4,complex,228,76288,1612.6796971865676,2.106095914943265,,,0.1766502718094745
5-4,complex,229,40604,841.8619722842567,4.250880997530112,,,0.10522614671567844
5-5,complex,250,18556,439.3132773473238,21.20943152664539,6.13082904550906,1.846150964930391,0.024468540447995433
5-5,complex,251,29625,700.9224977929287,15.09492569260692,0.04570228977115676,0.013762139791249657,0.12797436122574413
5-5,complex,252,55406,1309.7664156854016,2.115107420179607,0.10210618488263457,0.030746809338048464,0.4164565775888977
5-5,complex,253,112335,2664.4081147919173,8.165230167573418,0.0900806503055609,0.027125610296536953,0.501709532257875
5-5,complex,254,271872,6445.220615624302,10.573546411412474,0.18318993025707186,0.05516321919909983,0.4168603765923971
5-5,complex,255,614948,14576.262833416178,16.65609208858941,0.27652283688918544,0.08326816787074029,0.44094947192943584
5-5,complex,256,507823,11980.7617891772,6.98452600284781,0.19572982829175167,0.05893930636202782,0.4627661489714107
5-5,complex,257,210373,4983.638387000597,20.20275664204918,0.03737962808913409,0.011255971411573437,0.4535956081679358
5-5,complex,258,91547,2168.8036473167654,3.209770196747014,0.10408585157505001,0.031342938107471664,0.39764661114932603
5-5,complex,259,46447,1078.274705066104,9.34211593004368,0.07628424473626261,0.02297115626344196,0.30070529663946893
5-6,complex,280,19823,406.30261658151846,19.3602651988707,9.997748906604256,2.97029839873881,0.003541510590478785
5-6,complex,281,32800,615.9677497709201,2.0690231497061395,0.21017622652086665,0.06244266733639492,0.19381492920460472
5-6,complex,282,61112,1116.999619721806,4.196615062156838,1.7224649957064795,0.5117386990236326,0.3284363094977449
5-6,complex,283,125168,2324.8211266194403,10.956655513084339,2.498748522000998,0.7423699877927251,0.06845294137193872
5-6,complex,284,322557,6260.737867904289,13.641662730452916,7.4662429288711865,2.218196278321364,0.0
5-6,complex,285,649420,13844.713360631878,2.8508996506830395,0.4903698050719001,0.1456872602424303,0.3049820223612274
5-6,complex,286,453257,9445.333261757312,16.966084943137066,6.086309763923202,1.8082226624102857,0.0
5-6,complex,287,180395,3136.708251680645,14.630673600428084,3.5739707535059075,1.0618149850978391,0.16488370855287668
5-6,complex,288,81888,1166.8491457300615,4.167647510442913,4.436263750232525,1.3179994053455666,0.08513083160970485
5-6,complex,289,41745,502.93711626968945,16.479656452912824,8.122469929874379,2.413159167317443,0.050806273470289376
5-7,complex,315,874469,20609.346182575686,4.173119699663986,5.514554959132301,1.6604952977568979,0.680587463841582
5-7,complex,316,715583,16867.029589459504,10.679924336953572,0.9766238405267611,0.2940725601413057,0.24513813645337706
5-7,complex,317,298994,7050.131186491075,19.060708741606035,0.8423473206642278,0.25364037087430813,0.12037037037037036
5-7,complex,318,129994,3029.3161317829736,16.22240315167495,0.9161839529632942,0.27587342170858553,0.14479188454298264
5-7,complex,319,68190,1613.9719235234122,6.585985861810166,0.029206515868684946,0.008794414530858982,0.12463798096814233
5-7,complex,320,35097,833.0148423570823,20.20131963255499,9.538036062874582,2.8720112773580917,0.12176780025190784
5-7,complex,321,22231,525.5108092069191,3.086852038998447,9.025294514641164,2.7176189581018977,0.044755244755244755
5-7,complex,322,14721,339.9179025281801,19.91359178489123,9.207477443604537,2.7724763127056966,0.21150228433216878
5-7,complex,323,9947,226.8990343653884,17.26152836718917,1.3779140883262322,0.4149056236332631,0.13369397217928902
