llm,condition,tunnel_id,family_alternated_continuous_complex,family_regular_all_vs_complex,schema,class_name,iou
gemini3flash,sam4tun,5-6,complex,complex,,Background,0.331
gemini3flash,sam4tun,5-6,complex,complex,,K-block,0.0
gemini3flash,sam4tun,5-6,complex,complex,,B1-block,0.0
gemini3flash,sam4tun,5-6,complex,complex,,A1-block,0.0
gemini3flash,sam4tun,5-6,complex,complex,,A2-block,0.0
gemini3flash,sam4tun,5-6,complex,complex,,A3-block,0.0
gemini3flash,sam4tun,5-6,complex,complex,,A4-block,0.0
gemini3flash,sam4tun,5-6,complex,complex,,B2-block,0.0
gemini3flash,sam4tun,5-7,complex,complex,,Background,0.343
gemini3flash,sam4tun,5-7,complex,complex,,K-block,0.0
gemini3flash,sam4tun,5-7,complex,complex,,B1-block,0.0
gemini3flash,sam4tun,5-7,complex,complex,,A1-block,0.0
gemini3flash,sam4tun,5-7,complex,complex,,A2-block,0.0
gemini3flash,sam4tun,5-7,complex,complex,,A3-block,0.0
gemini3flash,sam4tun,5-7,complex,complex,,A4-block,0.0
gemini3flash,sam4tun,5-7,complex,complex,,B2-block,0.0
gemini3flash,memory,1-1,alternated,regular_all,6,Background,0.568
gemini3flash,memory,1-1,alternated,regular_all,6,K-block,0.092
gemini3flash,memory,1-1,alternated,regular_all,6,B1-block,0.211
gemini3flash,memory,1-1,alternated,regular_all,6,A1-block,0.304
gemini3flash,memory,1-1,alternated,regular_all,6,A2-block,0.258
gemini3flash,memory,1-1,alternated,regular_all,6,A3-block,0.398
gemini3flash,memory,1-1,alternated,regular_all,6,B2-block,0.213
gemini3flash,memory,1-2,alternated,regular_all,6,Background,0.473
gemini3flash,memory,1-2,alternated,regular_all,6,K-block,0.033
gemini3flash,memory,1-2,alternated,regular_all,6,B1-block,0.094
gemini3flash,memory,1-2,alternated,regular_all,6,A1-block,0.05
gemini3flash,memory,1-2,alternated,regular_all,6,A2-block,0.057
gemini3flash,memory,1-2,alternated,regular_all,6,A3-block,0.136
gemini3flash,memory,1-2,alternated,regular_all,6,B2-block,0.093
gemini3flash,memory,1-3,alternated,regular_all,6,Background,0.676
gemini3flash,memory,1-3,alternated,regular_all,6,K-block,0.22
gemini3flash,memory,1-3,alternated,regular_all,6,B1-block,0.228
gemini3flash,memory,1-3,alternated,regular_all,6,A1-block,0.286
gemini3flash,memory,1-3,alternated,regular_all,6,A2-block,0.188
gemini3flash,memory,1-3,alternated,regular_all,6,A3-block,0.386
gemini3flash,memory,1-3,alternated,regular_all,6,B2-block,0.373
gemini3flash,memory,1-4,alternated,regular_all,6,Background,0.427
gemini3flash,memory,1-4,alternated,regular_all,6,K-block,0.089
gemini3flash,memory,1-4,alternated,regular_all,6,B1-block,0.144
gemini3flash,memory,1-4,alternated,regular_all,6,A1-block,0.163
gemini3flash,memory,1-4,alternated,regular_all,6,A2-block,0.027
gemini3flash,memory,1-4,alternated,regular_all,6,A3-block,0.04
gemini3flash,memory,1-4,alternated,regular_all,6,B2-block,0.168
gemini3flash,memory,1-5,alternated,regular_all,6,Background,0.696
gemini3flash,memory,1-5,alternated,regular_all,6,K-block,0.383
gemini3flash,memory,1-5,alternated,regular_all,6,B1-block,0.386
gemini3flash,memory,1-5,alternated,regular_all,6,A1-block,0.391
gemini3flash,memory,1-5,alternated,regular_all,6,A2-block,0.461
gemini3flash,memory,1-5,alternated,regular_all,6,A3-block,0.437
gemini3flash,memory,1-5,alternated,regular_all,6,B2-block,0.63
gemini3flash,memory,2-1,alternated,regular_all,6,Background,0.564
gemini3flash,memory,2-1,alternated,regular_all,6,K-block,0.198
gemini3flash,memory,2-1,alternated,regular_all,6,B1-block,0.235
gemini3flash,memory,2-1,alternated,regular_all,6,A1-block,0.534
gemini3flash,memory,2-1,alternated,regular_all,6,A2-block,0.272
gemini3flash,memory,2-1,alternated,regular_all,6,A3-block,0.493
gemini3flash,memory,2-1,alternated,regular_all,6,B2-block,0.329
gemini3flash,memory,2-2,alternated,regular_all,6,Background,0.792
gemini3flash,memory,2-2,alternated,regular_all,6,K-block,0.365
gemini3flash,memory,2-2,alternated,regular_all,6,B1-block,0.461
gemini3flash,memory,2-2,alternated,regular_all,6,A1-block,0.607
gemini3flash,memory,2-2,alternated,regular_all,6,A2-block,0.381
gemini3flash,memory,2-2,alternated,regular_all,6,A3-block,0.573
gemini3flash,memory,2-2,alternated,regular_all,6,B2-block,0.482
gemini3flash,memory,2-3,alternated,regular_all,6,Background,0.687
gemini3flash,memory,2-3,alternated,regular_all,6,K-block,0.19
gemini3flash,memory,2-3,alternated,regular_all,6,B1-block,0.417
gemini3flash,memory,2-3,alternated,regular_all,6,A1-block,0.513
gemini3flash,memory,2-3,alternated,regular_all,6,A2-block,0.284
gemini3flash,memory,2-3,alternated,regular_all,6,A3-block,0.445
gemini3flash,memory,2-3,alternated,regular_all,6,B2-block,0.297
gemini3flash,memory,2-4,alternated,regular_all,6,Background,0.55
gemini3flash,memory,2-4,alternated,regular_all,6,K-block,0.254
gemini3flash,memory,2-4,alternated,regular_all,6,B1-block,0.191
gemini3flash,memory,2-4,alternated,regular_all,6,A1-block,0.568
gemini3flash,memory,2-4,alternated,regular_all,6,A2-block,0.315
gemini3flash,memory,2-4,alternated,regular_all,6,A3-block,0.524
gemini3flash,memory,2-4,alternated,regular_all,6,B2-block,0.269
gemini3flash,memory,2-5,alternated,regular_all,6,Background,0.8
gemini3flash,memory,2-5,alternated,regular_all,6,K-block,0.145
gemini3flash,memory,2-5,alternated,regular_all,6,B1-block,0.112
gemini3flash,memory,2-5,alternated,regular_all,6,A1-block,0.11
gemini3flash,memory,2-5,alternated,regular_all,6,A2-block,0.078
gemini3flash,memory,2-5,alternated,regular_all,6,A3-block,0.16
gemini3flash,memory,2-5,alternated,regular_all,6,B2-block,0.313
gemini3flash,memory,3-1-1,continuous,regular_all,6,Background,0.749
gemini3flash,memory,3-1-1,continuous,regular_all,6,K-block,0.287
gemini3flash,memory,3-1-1,continuous,regular_all,6,B1-block,0.552
gemini3flash,memory,3-1-1,continuous,regular_all,6,A1-block,0.629
gemini3flash,memory,3-1-1,continuous,regular_all,6,A2-block,0.357
gemini3flash,memory,3-1-1,continuous,regular_all,6,A3-block,0.652
gemini3flash,memory,3-1-1,continuous,regular_all,6,B2-block,0.704
gemini3flash,memory,3-1-2,continuous,regular_all,6,Background,0.609
gemini3flash,memory,3-1-2,continuous,regular_all,6,K-block,0.267
gemini3flash,memory,3-1-2,continuous,regular_all,6,B1-block,0.316
gemini3flash,memory,3-1-2,continuous,regular_all,6,A1-block,0.614
gemini3flash,memory,3-1-2,continuous,regular_all,6,A2-block,0.306
gemini3flash,memory,3-1-2,continuous,regular_all,6,A3-block,0.487
gemini3flash,memory,3-1-2,continuous,regular_all,6,B2-block,0.481
gemini3flash,memory,3-1-3,continuous,regular_all,6,Background,0.502
gemini3flash,memory,3-1-3,continuous,regular_all,6,K-block,0.017
gemini3flash,memory,3-1-3,continuous,regular_all,6,B1-block,0.127
gemini3flash,memory,3-1-3,continuous,regular_all,6,A1-block,0.007
gemini3flash,memory,3-1-3,continuous,regular_all,6,A2-block,0.287
gemini3flash,memory,3-1-3,continuous,regular_all,6,A3-block,0.054
gemini3flash,memory,3-1-3,continuous,regular_all,6,B2-block,0.046
gemini3flash,memory,4-1,complex,complex,7,Background,0.333
gemini3flash,memory,4-1,complex,complex,7,K-block,0.014
gemini3flash,memory,4-1,complex,complex,7,B1-block,0.0
gemini3flash,memory,4-1,complex,complex,7,A1-block,0.0
gemini3flash,memory,4-1,complex,complex,7,A2-block,0.016
gemini3flash,memory,4-1,complex,complex,7,A3-block,0.013
gemini3flash,memory,4-1,complex,complex,7,A4-block,0.074
gemini3flash,memory,4-1,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-10,complex,complex,7,Background,0.348
gemini3flash,memory,4-10,complex,complex,7,K-block,0.11
gemini3flash,memory,4-10,complex,complex,7,B1-block,0.0
gemini3flash,memory,4-10,complex,complex,7,A1-block,0.0
gemini3flash,memory,4-10,complex,complex,7,A2-block,0.034
gemini3flash,memory,4-10,complex,complex,7,A3-block,0.196
gemini3flash,memory,4-10,complex,complex,7,A4-block,0.033
gemini3flash,memory,4-10,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-2,complex,complex,7,Background,0.359
gemini3flash,memory,4-2,complex,complex,7,K-block,0.002
gemini3flash,memory,4-2,complex,complex,7,B1-block,0.0
gemini3flash,memory,4-2,complex,complex,7,A1-block,0.0
gemini3flash,memory,4-2,complex,complex,7,A2-block,0.0
gemini3flash,memory,4-2,complex,complex,7,A3-block,0.0
gemini3flash,memory,4-2,complex,complex,7,A4-block,0.011
gemini3flash,memory,4-2,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-3,complex,complex,7,Background,0.395
gemini3flash,memory,4-3,complex,complex,7,K-block,0.198
gemini3flash,memory,4-3,complex,complex,7,B1-block,0.0
gemini3flash,memory,4-3,complex,complex,7,A1-block,0.001
gemini3flash,memory,4-3,complex,complex,7,A2-block,0.1
gemini3flash,memory,4-3,complex,complex,7,A3-block,0.062
gemini3flash,memory,4-3,complex,complex,7,A4-block,0.002
gemini3flash,memory,4-3,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-4,complex,complex,7,Background,0.347
gemini3flash,memory,4-4,complex,complex,7,K-block,0.011
gemini3flash,memory,4-4,complex,complex,7,B1-block,0.0
gemini3flash,memory,4-4,complex,complex,7,A1-block,0.0
gemini3flash,memory,4-4,complex,complex,7,A2-block,0.0
gemini3flash,memory,4-4,complex,complex,7,A3-block,0.0
gemini3flash,memory,4-4,complex,complex,7,A4-block,0.01
gemini3flash,memory,4-4,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-5,complex,complex,7,Background,0.447
gemini3flash,memory,4-5,complex,complex,7,K-block,0.114
gemini3flash,memory,4-5,complex,complex,7,B1-block,0.023
gemini3flash,memory,4-5,complex,complex,7,A1-block,0.011
gemini3flash,memory,4-5,complex,complex,7,A2-block,0.036
gemini3flash,memory,4-5,complex,complex,7,A3-block,0.12
gemini3flash,memory,4-5,complex,complex,7,A4-block,0.026
gemini3flash,memory,4-5,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-6,complex,complex,7,Background,0.458
gemini3flash,memory,4-6,complex,complex,7,K-block,0.034
gemini3flash,memory,4-6,complex,complex,7,B1-block,0.097
gemini3flash,memory,4-6,complex,complex,7,A1-block,0.006
gemini3flash,memory,4-6,complex,complex,7,A2-block,0.01
gemini3flash,memory,4-6,complex,complex,7,A3-block,0.054
gemini3flash,memory,4-6,complex,complex,7,A4-block,0.084
gemini3flash,memory,4-6,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-7,complex,complex,7,Background,0.505
gemini3flash,memory,4-7,complex,complex,7,K-block,0.1
gemini3flash,memory,4-7,complex,complex,7,B1-block,0.152
gemini3flash,memory,4-7,complex,complex,7,A1-block,0.047
gemini3flash,memory,4-7,complex,complex,7,A2-block,0.113
gemini3flash,memory,4-7,complex,complex,7,A3-block,0.042
gemini3flash,memory,4-7,complex,complex,7,A4-block,0.044
gemini3flash,memory,4-7,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-8,complex,complex,7,Background,0.468
gemini3flash,memory,4-8,complex,complex,7,K-block,0.021
gemini3flash,memory,4-8,complex,complex,7,B1-block,0.094
gemini3flash,memory,4-8,complex,complex,7,A1-block,0.094
gemini3flash,memory,4-8,complex,complex,7,A2-block,0.019
gemini3flash,memory,4-8,complex,complex,7,A3-block,0.057
gemini3flash,memory,4-8,complex,complex,7,A4-block,0.136
gemini3flash,memory,4-8,complex,complex,7,B2-block,0.0
gemini3flash,memory,4-9,complex,complex,7,Background,0.368
gemini3flash,memory,4-9,complex,complex,7,K-block,0.093
gemini3flash,memory,4-9,complex,complex,7,B1-block,0.001
gemini3flash,memory,4-9,complex,complex,7,A1-block,0.077
gemini3flash,memory,4-9,complex,complex,7,A2-block,0.026
gemini3flash,memory,4-9,complex,complex,7,A3-block,0.064
gemini3flash,memory,4-9,complex,complex,7,A4-block,0.017
gemini3flash,memory,4-9,complex,complex,7,B2-block,0.0
gemini3flash,memory,5-1,complex,complex,7,Background,0.38
gemini3flash,memory,5-1,complex,complex,7,K-block,0.179
gemini3flash,memory,5-1,complex,complex,7,B1-block,0.02
gemini3flash,memory,5-1,complex,complex,7,A1-block,0.14
gemini3flash,memory,5-1,complex,complex,7,A2-block,0.122
gemini3flash,memory,5-1,complex,complex,7,A3-block,0.072
gemini3flash,memory,5-1,complex,complex,7,A4-block,0.045
gemini3flash,memory,5-1,complex,complex,7,B2-block,0.0
gemini3flash,memory,5-2,complex,complex,7,Background,0.411
gemini3flash,memory,5-2,complex,complex,7,K-block,0.164
gemini3flash,memory,5-2,complex,complex,7,B1-block,0.0
gemini3flash,memory,5-2,complex,complex,7,A1-block,0.252
gemini3flash,memory,5-2,complex,complex,7,A2-block,0.178
gemini3flash,memory,5-2,complex,complex,7,A3-block,0.156
gemini3flash,memory,5-2,complex,complex,7,A4-block,0.062
gemini3flash,memory,5-2,complex,complex,7,B2-block,0.0
gemini3flash,memory,5-3,complex,complex,7,Background,0.448
gemini3flash,memory,5-3,complex,complex,7,K-block,0.21
gemini3flash,memory,5-3,complex,complex,7,B1-block,0.0
gemini3flash,memory,5-3,complex,complex,7,A1-block,0.008
gemini3flash,memory,5-3,complex,complex,7,A2-block,0.222
gemini3flash,memory,5-3,complex,complex,7,A3-block,0.012
gemini3flash,memory,5-3,complex,complex,7,A4-block,0.105
gemini3flash,memory,5-3,complex,complex,7,B2-block,0.0
gemini3flash,memory,5-4,complex,complex,7,Background,0.364
gemini3flash,memory,5-4,complex,complex,7,K-block,0.005
gemini3flash,memory,5-4,complex,complex,7,B1-block,0.0
gemini3flash,memory,5-4,complex,complex,7,A1-block,0.001
gemini3flash,memory,5-4,complex,complex,7,A2-block,0.001
gemini3flash,memory,5-4,complex,complex,7,A3-block,0.009
gemini3flash,memory,5-4,complex,complex,7,A4-block,0.024
gemini3flash,memory,5-4,complex,complex,7,B2-block,0.0
gemini3flash,memory,5-5,complex,complex,7,Background,0.387
gemini3flash,memory,5-5,complex,complex,7,K-block,0.093
gemini3flash,memory,5-5,complex,complex,7,B1-block,0.001
gemini3flash,memory,5-5,complex,complex,7,A1-block,0.022
gemini3flash,memory,5-5,complex,complex,7,A2-block,0.014
gemini3flash,memory,5-5,complex,complex,7,A3-block,0.034
gemini3flash,memory,5-5,complex,complex,7,A4-block,0.092
gemini3flash,memory,5-5,complex,complex,7,B2-block,0.0
gemini3flash,memory,5-6,complex,complex,7,Background,0.357
gemini3flash,memory,5-6,complex,complex,7,K-block,0.004
gemini3flash,memory,5-6,complex,complex,7,B1-block,0.0
gemini3flash,memory,5-6,complex,complex,7,A1-block,0.003
gemini3flash,memory,5-6,complex,complex,7,A2-block,0.023
gemini3flash,memory,5-6,complex,complex,7,A3-block,0.0
gemini3flash,memory,5-6,complex,complex,7,A4-block,0.168
gemini3flash,memory,5-6,complex,complex,7,B2-block,0.0
gemini3flash,memory,5-7,complex,complex,7,Background,0.36
gemini3flash,memory,5-7,complex,complex,7,K-block,0.134
gemini3flash,memory,5-7,complex,complex,7,B1-block,0.0
gemini3flash,memory,5-7,complex,complex,7,A1-block,0.0
gemini3flash,memory,5-7,complex,complex,7,A2-block,0.001
gemini3flash,memory,5-7,complex,complex,7,A3-block,0.0
gemini3flash,memory,5-7,complex,complex,7,A4-block,0.012
gemini3flash,memory,5-7,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,1-1,alternated,regular_all,6,Background,0.789
gemini3flash,memory+state,1-1,alternated,regular_all,6,K-block,0.352
gemini3flash,memory+state,1-1,alternated,regular_all,6,B1-block,0.539
gemini3flash,memory+state,1-1,alternated,regular_all,6,A1-block,0.529
gemini3flash,memory+state,1-1,alternated,regular_all,6,A2-block,0.388
gemini3flash,memory+state,1-1,alternated,regular_all,6,A3-block,0.539
gemini3flash,memory+state,1-1,alternated,regular_all,6,B2-block,0.575
gemini3flash,memory+state,1-2,alternated,regular_all,6,Background,0.781
gemini3flash,memory+state,1-2,alternated,regular_all,6,K-block,0.31
gemini3flash,memory+state,1-2,alternated,regular_all,6,B1-block,0.414
gemini3flash,memory+state,1-2,alternated,regular_all,6,A1-block,0.458
gemini3flash,memory+state,1-2,alternated,regular_all,6,A2-block,0.175
gemini3flash,memory+state,1-2,alternated,regular_all,6,A3-block,0.446
gemini3flash,memory+state,1-2,alternated,regular_all,6,B2-block,0.336
gemini3flash,memory+state,1-3,alternated,regular_all,6,Background,0.787
gemini3flash,memory+state,1-3,alternated,regular_all,6,K-block,0.519
gemini3flash,memory+state,1-3,alternated,regular_all,6,B1-block,0.669
gemini3flash,memory+state,1-3,alternated,regular_all,6,A1-block,0.704
gemini3flash,memory+state,1-3,alternated,regular_all,6,A2-block,0.472
gemini3flash,memory+state,1-3,alternated,regular_all,6,A3-block,0.672
gemini3flash,memory+state,1-3,alternated,regular_all,6,B2-block,0.672
gemini3flash,memory+state,1-4,alternated,regular_all,6,Background,0.769
gemini3flash,memory+state,1-4,alternated,regular_all,6,K-block,0.206
gemini3flash,memory+state,1-4,alternated,regular_all,6,B1-block,0.555
gemini3flash,memory+state,1-4,alternated,regular_all,6,A1-block,0.647
gemini3flash,memory+state,1-4,alternated,regular_all,6,A2-block,0.541
gemini3flash,memory+state,1-4,alternated,regular_all,6,A3-block,0.558
gemini3flash,memory+state,1-4,alternated,regular_all,6,B2-block,0.373
gemini3flash,memory+state,1-5,alternated,regular_all,6,Background,0.783
gemini3flash,memory+state,1-5,alternated,regular_all,6,K-block,0.475
gemini3flash,memory+state,1-5,alternated,regular_all,6,B1-block,0.701
gemini3flash,memory+state,1-5,alternated,regular_all,6,A1-block,0.714
gemini3flash,memory+state,1-5,alternated,regular_all,6,A2-block,0.707
gemini3flash,memory+state,1-5,alternated,regular_all,6,A3-block,0.621
gemini3flash,memory+state,1-5,alternated,regular_all,6,B2-block,0.726
gemini3flash,memory+state,2-1,alternated,regular_all,6,Background,0.793
gemini3flash,memory+state,2-1,alternated,regular_all,6,K-block,0.541
gemini3flash,memory+state,2-1,alternated,regular_all,6,B1-block,0.681
gemini3flash,memory+state,2-1,alternated,regular_all,6,A1-block,0.748
gemini3flash,memory+state,2-1,alternated,regular_all,6,A2-block,0.44
gemini3flash,memory+state,2-1,alternated,regular_all,6,A3-block,0.685
gemini3flash,memory+state,2-1,alternated,regular_all,6,B2-block,0.716
gemini3flash,memory+state,2-2,alternated,regular_all,6,Background,0.827
gemini3flash,memory+state,2-2,alternated,regular_all,6,K-block,0.52
gemini3flash,memory+state,2-2,alternated,regular_all,6,B1-block,0.676
gemini3flash,memory+state,2-2,alternated,regular_all,6,A1-block,0.734
gemini3flash,memory+state,2-2,alternated,regular_all,6,A2-block,0.563
gemini3flash,memory+state,2-2,alternated,regular_all,6,A3-block,0.748
gemini3flash,memory+state,2-2,alternated,regular_all,6,B2-block,0.725
gemini3flash,memory+state,2-3,alternated,regular_all,6,Background,0.745
gemini3flash,memory+state,2-3,alternated,regular_all,6,K-block,0.479
gemini3flash,memory+state,2-3,alternated,regular_all,6,B1-block,0.489
gemini3flash,memory+state,2-3,alternated,regular_all,6,A1-block,0.463
gemini3flash,memory+state,2-3,alternated,regular_all,6,A2-block,0.261
gemini3flash,memory+state,2-3,alternated,regular_all,6,A3-block,0.433
gemini3flash,memory+state,2-3,alternated,regular_all,6,B2-block,0.442
gemini3flash,memory+state,2-4,alternated,regular_all,6,Background,0.741
gemini3flash,memory+state,2-4,alternated,regular_all,6,K-block,0.449
gemini3flash,memory+state,2-4,alternated,regular_all,6,B1-block,0.703
gemini3flash,memory+state,2-4,alternated,regular_all,6,A1-block,0.664
gemini3flash,memory+state,2-4,alternated,regular_all,6,A2-block,0.496
gemini3flash,memory+state,2-4,alternated,regular_all,6,A3-block,0.688
gemini3flash,memory+state,2-4,alternated,regular_all,6,B2-block,0.668
gemini3flash,memory+state,2-5,alternated,regular_all,6,Background,0.801
gemini3flash,memory+state,2-5,alternated,regular_all,6,K-block,0.532
gemini3flash,memory+state,2-5,alternated,regular_all,6,B1-block,0.71
gemini3flash,memory+state,2-5,alternated,regular_all,6,A1-block,0.74
gemini3flash,memory+state,2-5,alternated,regular_all,6,A2-block,0.47
gemini3flash,memory+state,2-5,alternated,regular_all,6,A3-block,0.724
gemini3flash,memory+state,2-5,alternated,regular_all,6,B2-block,0.717
gemini3flash,memory+state,3-1-1,continuous,regular_all,6,Background,0.557
gemini3flash,memory+state,3-1-1,continuous,regular_all,6,K-block,0.017
gemini3flash,memory+state,3-1-1,continuous,regular_all,6,B1-block,0.137
gemini3flash,memory+state,3-1-1,continuous,regular_all,6,A1-block,0.495
gemini3flash,memory+state,3-1-1,continuous,regular_all,6,A2-block,0.36
gemini3flash,memory+state,3-1-1,continuous,regular_all,6,A3-block,0.453
gemini3flash,memory+state,3-1-1,continuous,regular_all,6,B2-block,0.428
gemini3flash,memory+state,3-1-2,continuous,regular_all,6,Background,0.711
gemini3flash,memory+state,3-1-2,continuous,regular_all,6,K-block,0.078
gemini3flash,memory+state,3-1-2,continuous,regular_all,6,B1-block,0.485
gemini3flash,memory+state,3-1-2,continuous,regular_all,6,A1-block,0.503
gemini3flash,memory+state,3-1-2,continuous,regular_all,6,A2-block,0.186
gemini3flash,memory+state,3-1-2,continuous,regular_all,6,A3-block,0.334
gemini3flash,memory+state,3-1-2,continuous,regular_all,6,B2-block,0.341
gemini3flash,memory+state,3-1-3,continuous,regular_all,6,Background,0.55
gemini3flash,memory+state,3-1-3,continuous,regular_all,6,K-block,0.027
gemini3flash,memory+state,3-1-3,continuous,regular_all,6,B1-block,0.184
gemini3flash,memory+state,3-1-3,continuous,regular_all,6,A1-block,0.261
gemini3flash,memory+state,3-1-3,continuous,regular_all,6,A2-block,0.29
gemini3flash,memory+state,3-1-3,continuous,regular_all,6,A3-block,0.296
gemini3flash,memory+state,3-1-3,continuous,regular_all,6,B2-block,0.288
gemini3flash,memory+state,4-1,complex,complex,7,Background,0.441
gemini3flash,memory+state,4-1,complex,complex,7,K-block,0.071
gemini3flash,memory+state,4-1,complex,complex,7,B1-block,0.124
gemini3flash,memory+state,4-1,complex,complex,7,A1-block,0.005
gemini3flash,memory+state,4-1,complex,complex,7,A2-block,0.037
gemini3flash,memory+state,4-1,complex,complex,7,A3-block,0.08
gemini3flash,memory+state,4-1,complex,complex,7,A4-block,0.072
gemini3flash,memory+state,4-1,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-10,complex,complex,7,Background,0.449
gemini3flash,memory+state,4-10,complex,complex,7,K-block,0.15
gemini3flash,memory+state,4-10,complex,complex,7,B1-block,0.11
gemini3flash,memory+state,4-10,complex,complex,7,A1-block,0.038
gemini3flash,memory+state,4-10,complex,complex,7,A2-block,0.16
gemini3flash,memory+state,4-10,complex,complex,7,A3-block,0.077
gemini3flash,memory+state,4-10,complex,complex,7,A4-block,0.041
gemini3flash,memory+state,4-10,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-2,complex,complex,7,Background,0.446
gemini3flash,memory+state,4-2,complex,complex,7,K-block,0.14
gemini3flash,memory+state,4-2,complex,complex,7,B1-block,0.001
gemini3flash,memory+state,4-2,complex,complex,7,A1-block,0.198
gemini3flash,memory+state,4-2,complex,complex,7,A2-block,0.083
gemini3flash,memory+state,4-2,complex,complex,7,A3-block,0.056
gemini3flash,memory+state,4-2,complex,complex,7,A4-block,0.02
gemini3flash,memory+state,4-2,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-3,complex,complex,7,Background,0.629
gemini3flash,memory+state,4-3,complex,complex,7,K-block,0.137
gemini3flash,memory+state,4-3,complex,complex,7,B1-block,0.169
gemini3flash,memory+state,4-3,complex,complex,7,A1-block,0.258
gemini3flash,memory+state,4-3,complex,complex,7,A2-block,0.194
gemini3flash,memory+state,4-3,complex,complex,7,A3-block,0.12
gemini3flash,memory+state,4-3,complex,complex,7,A4-block,0.177
gemini3flash,memory+state,4-3,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-4,complex,complex,7,Background,0.416
gemini3flash,memory+state,4-4,complex,complex,7,K-block,0.095
gemini3flash,memory+state,4-4,complex,complex,7,B1-block,0.0
gemini3flash,memory+state,4-4,complex,complex,7,A1-block,0.096
gemini3flash,memory+state,4-4,complex,complex,7,A2-block,0.055
gemini3flash,memory+state,4-4,complex,complex,7,A3-block,0.075
gemini3flash,memory+state,4-4,complex,complex,7,A4-block,0.074
gemini3flash,memory+state,4-4,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-5,complex,complex,7,Background,0.407
gemini3flash,memory+state,4-5,complex,complex,7,K-block,0.023
gemini3flash,memory+state,4-5,complex,complex,7,B1-block,0.013
gemini3flash,memory+state,4-5,complex,complex,7,A1-block,0.001
gemini3flash,memory+state,4-5,complex,complex,7,A2-block,0.052
gemini3flash,memory+state,4-5,complex,complex,7,A3-block,0.009
gemini3flash,memory+state,4-5,complex,complex,7,A4-block,0.026
gemini3flash,memory+state,4-5,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-6,complex,complex,7,Background,0.458
gemini3flash,memory+state,4-6,complex,complex,7,K-block,0.136
gemini3flash,memory+state,4-6,complex,complex,7,B1-block,0.005
gemini3flash,memory+state,4-6,complex,complex,7,A1-block,0.003
gemini3flash,memory+state,4-6,complex,complex,7,A2-block,0.005
gemini3flash,memory+state,4-6,complex,complex,7,A3-block,0.025
gemini3flash,memory+state,4-6,complex,complex,7,A4-block,0.064
gemini3flash,memory+state,4-6,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-7,complex,complex,7,Background,0.631
gemini3flash,memory+state,4-7,complex,complex,7,K-block,0.224
gemini3flash,memory+state,4-7,complex,complex,7,B1-block,0.26
gemini3flash,memory+state,4-7,complex,complex,7,A1-block,0.28
gemini3flash,memory+state,4-7,complex,complex,7,A2-block,0.161
gemini3flash,memory+state,4-7,complex,complex,7,A3-block,0.137
gemini3flash,memory+state,4-7,complex,complex,7,A4-block,0.072
gemini3flash,memory+state,4-7,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-8,complex,complex,7,Background,0.674
gemini3flash,memory+state,4-8,complex,complex,7,K-block,0.039
gemini3flash,memory+state,4-8,complex,complex,7,B1-block,0.078
gemini3flash,memory+state,4-8,complex,complex,7,A1-block,0.071
gemini3flash,memory+state,4-8,complex,complex,7,A2-block,0.049
gemini3flash,memory+state,4-8,complex,complex,7,A3-block,0.081
gemini3flash,memory+state,4-8,complex,complex,7,A4-block,0.098
gemini3flash,memory+state,4-8,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,4-9,complex,complex,7,Background,0.4
gemini3flash,memory+state,4-9,complex,complex,7,K-block,0.183
gemini3flash,memory+state,4-9,complex,complex,7,B1-block,0.014
gemini3flash,memory+state,4-9,complex,complex,7,A1-block,0.072
gemini3flash,memory+state,4-9,complex,complex,7,A2-block,0.069
gemini3flash,memory+state,4-9,complex,complex,7,A3-block,0.014
gemini3flash,memory+state,4-9,complex,complex,7,A4-block,0.102
gemini3flash,memory+state,4-9,complex,complex,7,B2-block,0.0
gemini3flash,memory+state,5-1,complex,complex,7,Background,0.414
gemini3flash,memory+state,5-1,complex,complex,7,K-block,0.191
gemini3flash,memory+state,5-1,complex,complex,7,B1-block,0.014
gemini3flash,memory+state,5-1,complex,complex,7,A1-block,0.002
gemini3flash,memory+state,5-1,complex,complex,7,A2-block,0.032
gemini3flash,memory+state,5-1,complex,complex,7,A3-block,0.041
gemini3flash,memory+state,5-1,complex,complex,7,A4-block,0.109
gemini3flash,memory+state,5-1,complex,complex,7,B2-block,0.0
